Product_ID,Product_Name,Customer_ID,Customer_Name,Customer_Age,Gender,Country,Quantity,Total_Purchase_Amount,Profit_or_Loss,Date_of_Purchase,Mode_of_Purchase,Ratings,Product_Type,Month_of_Purchase,Year_of_Purchase
3TUTDK50,Tank Top,6223192.0,Sophia Smith,25.0,Male,Switzerland,5.0,2664.67,546.32,2020-01-20,Online,2.6,Tops,January,2025.0
W3G6T5XX,Skirt,3372381.0,Emma Patel,63.0,Male,South Africa,1.0,265.54,842.23,2023-07-27,In-Person,5.9,Bottoms,July,2023.0
3KKHOHVZ,Skirt,9767196.0,Liam Patel,16.0,Male,France,5.0,3910.71,899.56,2019-10-16,In-Person,5.2,Bottoms,October,2019.0
1FC8WI7Y,Shirt,6408585.0,Liam Brown,25.0,Other,Denmark,3.0,289.46,-465.94,2023-07-14,Online,4.1,Tops,July,2023.0
66D10WX5,Leggings,5932228.0,Liam Kumar,27.0,Female,France,2.0,1180.37,1936.76,2023-04-22,Online,7.6,Bottoms,April,2023.0
ZVUFH1LW,Tank Top,4067561.0,Sophia Anderson,20.0,Male,UAE,2.0,3695.99,1989.42,2022-03-17,Online,7.6,Tops,March,2022.0
KQJ5MW0U,Tracksuit,8179611.0,Isabella Anderson,39.0,Female,Mexico,1.0,2413.22,1756.62,2022-12-22,Online,7.3,Bottoms,December,
7TOM3ODQ,Jacket,4407828.0,Lucas Brown,55.0,Male,Argentina,4.0,1822.44,-431.68,2019-06-25,In-Person,6.0,Tops,September,2019.0
C59TTYNE,Jacket,139632.0,Aarav Wilson,26.0,Other,France,5.0,4698.33,-115.56,2025-02-19,Online,5.1,Tops,,2025.0
OL8YFX3W,Overcoat,4288134.0,Amelia Johnson,23.0,Female,USA,3.0,3995.85,1824.67,2023-06-09,Online,8.4,Tops,June,2024.0
BJ5W3Q93,Tank Top,9807051.0,Amelia Lee,21.0,Male,Singapore,2.0,3761.78,-63.61,2022-03-17,Online,1.2,Tops,March,2022.0
XIXYPGUP,,8603804.0,Mia Sharma,52.0,Male,Spain,5.0,2826.45,1409.23,2023-02-04,Online,9.5,Dresses,February,2023.0
R10EIERK,Chinos,1686769.0,Amelia Lee,29.0,Male,South Africa,4.0,4547.19,562.01,2021-12-09,Online,7.8,Bottoms,December,2021.0
575YCZWX,Shorts,4764014.0,Mia Johnson,57.0,Male,Norway,2.0,3176.82,,2020-03-09,In-Person,8.6,Bottoms,March,2020.0
8XM3DL7F,Hoodie,6492745.0,Liam Anderson,48.0,Female,USA,5.0,234.52,835.1,2023-08-20,In-Person,2.0,Tops,August,2023.0
HOE1K88C,Jacket,6748306.0,Sophia Anderson,58.0,Other,Brazil,2.0,820.27,1548.91,2025-12-23,In-Person,1.2,Tops,December,2025.0
VGYEAQLF,Kurti,230494.0,Lucas Anderson,62.0,Other,Brazil,4.0,1282.61,615.6,2020-07-17,Online,7.5,Dresses,July,2020.0
DRTHTAQO,Skirt,8927014.0,Isabella Anderson,23.0,Female,Sweden,2.0,1418.41,374.55,2025-03-14,In-Person,6.5,Bottoms,November,2024.0
J67BGH6S,Skirt,5340698.0,Amelia Lee,39.0,Male,Brazil,5.0,1689.05,1664.37,2025-09-18,In-Person,8.4,Bottoms,December,2025.0
VRSE5YWW,Sweater,4165801.0,Emma Patel,52.0,Other,USA,4.0,4390.92,1395.12,2024-11-14,Online,8.1,Tops,November,2024.0
Y5SMHBVU,,8402705.0,Lucas Taylor,27.0,Male,China,4.0,1767.24,-101.88,2018-08-07,Online,4.4,Bottoms,August,2018.0
DZOMXCTF,,8011304.0,Olivia Sharma,47.0,Male,Mexico,5.0,3846.48,1970.54,2018-11-19,Online,1.5,Tops,November,2018.0
AJRB8Q5G,Skirt,9920877.0,Emma Kumar,51.0,Other,Netherlands,5.0,408.22,473.95,2018-06-13,In-Person,8.2,Bottoms,June,2018.0
5V8OYOI3,Chinos,4449917.0,Amelia Brown,19.0,Male,Japan,1.0,2850.91,580.56,2020-10-16,Online,7.4,Bottoms,October,2020.0
B8XFZQK6,Jeans,6649479.0,Lucas Kumar,41.0,Female,Switzerland,5.0,2459.05,1109.91,2020-12-14,Online,8.0,Bottoms,December,2020.0
YTA3HKAT,Shirt,3505912.0,Aarav Wilson,61.0,Female,Argentina,5.0,2358.21,1146.08,2021-02-02,Online,5.9,Tops,February,2021.0
J6F2WXGY,Crop Top,735929.0,Ethan Wilson,53.0,Male,USA,4.0,1751.74,219.36,2019-12-21,In-Person,1.0,Tops,December,2019.0
2HAQF9Z6,Kurti,622294.0,Emma Anderson,55.0,Other,Italy,1.0,4342.97,-140.28,2023-02-13,Online,5.2,Dresses,November,2020.0
HX4OQ9QL,Kurti,9529165.0,Aarav Kumar,39.0,Male,South Africa,1.0,4471.73,-34.33,2021-12-23,Online,1.3,Dresses,December,2021.0
X5FHXTA1,Floral Dress,8836349.0,Aarav Kumar,16.0,Male,Spain,1.0,3076.26,691.44,2024-11-03,Online,7.4,Dresses,November,2024.0
L98RTHFQ,Gown,6850028.0,Aarav Johnson,30.0,Other,Singapore,5.0,3330.52,1345.86,2024-01-16,Online,8.8,Dresses,January,2024.0
2X88918R,Jacket,2772564.0,Emma Patel,41.0,Male,Norway,3.0,3354.88,157.04,2025-09-09,Online,5.0,Tops,September,2025.0
BI6J1M6D,Kurti,3230794.0,Liam Lee,44.0,Male,India,2.0,1057.36,81.73,2024-01-03,In-Person,6.8,Dresses,January,2024.0
LR1EJTRC,Blazer,8602794.0,Ethan Sharma,29.0,Female,Italy,,2344.0,1564.42,2025-11-08,Online,6.9,Tops,November,2025.0
PBRBBR94,Tank Top,6231510.0,Sophia Wilson,39.0,Male,Norway,3.0,1640.11,1683.53,2021-10-08,In-Person,7.3,Tops,October,2021.0
ES3XUCAW,Hoodie,8655882.0,Emma Brown,59.0,Other,Canada,2.0,4192.02,-320.67,2021-05-14,Online,9.3,Tops,May,2021.0
1Z2LUB52,Tracksuit,9596903.0,Emma Anderson,39.0,Other,Mexico,4.0,2970.93,1764.53,2020-11-27,Online,1.2,Bottoms,November,2020.0
3RJPZ0NL,Saree,3099056.0,,18.0,Male,Argentina,2.0,2195.16,-125.07,2021-02-04,In-Person,8.5,Dresses,February,2021.0
PN7JTM5D,Leggings,3115888.0,Aarav Taylor,28.0,Female,Sweden,3.0,3505.39,1785.45,2020-05-14,Online,1.7,Dresses,May,2020.0
NJHK2E2V,Crop Top,1068456.0,Noah Wilson,61.0,Male,Mexico,1.0,751.09,862.22,2022-02-11,In-Person,7.0,Tops,February,2022.0
ZTSVKOOQ,Shorts,2868024.0,Ethan Kumar,20.0,Other,China,5.0,2955.81,816.86,2018-01-24,Online,8.5,Bottoms,January,2018.0
NE1PEPNZ,Sweater,1807982.0,Amelia Kumar,38.0,Other,Italy,4.0,2297.51,-14.05,2020-09-22,Online,2.0,Tops,September,2020.0
PEYY7N1S,Shirt,5102410.0,Mia Brown,63.0,Female,UAE,5.0,1295.0,1571.46,2020-07-14,In-Person,6.4,Tops,July,2020.0
TK9TTH7W,Floral Dress,5691392.0,Olivia Lee,49.0,Male,Argentina,4.0,3693.52,1835.85,2024-12-20,In-Person,8.7,Dresses,December,2024.0
CEXHKU3Q,Tank Top,3714613.0,Lucas Kumar,21.0,Female,Canada,2.0,4987.51,-157.49,2020-05-17,In-Person,1.9,Tops,May,2020.0
XMHG0GL5,Blazer,9177359.0,Emma Wilson,51.0,Other,Argentina,4.0,4972.2,457.05,2023-11-02,Online,7.3,Tops,November,2023.0
2K8XK3R1,Jeans,4452758.0,Lucas Kumar,52.0,Other,Sweden,4.0,4692.19,1972.68,2022-04-04,In-Person,4.1,Bottoms,April,2022.0
6HQNQCF3,Kurti,2248141.0,Olivia Smith,39.0,Other,,5.0,4569.83,-133.82,2025-06-22,Online,2.9,Dresses,June,2025.0
ICUR3T2U,Saree,468460.0,Noah Johnson,44.0,Female,Norway,4.0,3201.05,1504.95,2024-10-11,In-Person,7.2,Dresses,October,2024.0
03XAO0VM,Shirt,6384444.0,Sophia Sharma,59.0,Male,Argentina,3.0,,-266.52,2024-11-17,In-Person,2.7,Tops,November,2024.0
IVMZ6H22,Sweater,,Mia Taylor,21.0,Female,USA,1.0,2001.8,221.12,2019-11-26,Online,8.5,Tops,May,2019.0
DVFNOXIM,Shirt,1287710.0,Emma Wilson,39.0,Other,Netherlands,3.0,1762.74,1809.2,2019-01-24,In-Person,2.3,Tops,January,2019.0
XAKZXBDO,Blazer,805731.0,Mia Wilson,60.0,Other,Denmark,3.0,359.35,1164.6,2019-12-24,In-Person,5.4,Tops,December,2019.0
LH6ET4BY,Tracksuit,3902605.0,Ethan Taylor,40.0,Female,UK,5.0,2186.63,837.29,2021-01-11,In-Person,1.5,Dresses,January,2021.0
E352WCZ3,Crop Top,3359727.0,Mia Taylor,18.0,Other,Australia,2.0,4044.46,1918.92,2021-08-16,Online,3.6,Tops,August,2021.0
5Z3V7IHZ,Crop Top,2423438.0,Aarav Brown,36.0,Male,Netherlands,1.0,3362.92,602.72,2022-05-04,In-Person,4.2,Tops,May,2019.0
LXDJLFM7,Crop Top,6835973.0,Amelia Johnson,58.0,Other,South Africa,5.0,3364.06,-459.6,2021-07-09,In-Person,2.6,Tops,July,2021.0
I7FQLJCP,T-shirt,9520832.0,Liam Wilson,19.0,Female,Mexico,5.0,707.22,171.05,2019-12-17,In-Person,5.5,Tops,,2019.0
YQ78BFB5,Floral Dress,9106714.0,Emma Taylor,46.0,Female,Norway,5.0,3245.63,1877.74,2021-03-12,In-Person,4.5,Dresses,March,2021.0
978QXN9E,Overcoat,4399250.0,Lucas Anderson,27.0,Male,USA,5.0,2360.3,-1.08,2023-12-24,Online,7.3,Tops,December,2023.0
287G36SE,Shorts,3741225.0,Emma Patel,38.0,Female,South Africa,2.0,1161.57,1657.85,2020-01-19,Online,9.7,Bottoms,January,2020.0
TDJCYMKE,Blazer,3186681.0,Aarav Brown,46.0,Male,Russia,3.0,1102.69,1331.25,2025-02-01,In-Person,7.4,Tops,February,2025.0
9K5RGVV3,T-shirt,6952970.0,Sophia Wilson,19.0,Male,China,5.0,2155.44,1677.4,2022-06-09,In-Person,9.8,Tops,June,2022.0
CRLQZC2A,Overcoat,7130765.0,Amelia Kumar,39.0,Female,Mexico,4.0,1069.6,-387.75,2018-04-13,In-Person,4.3,Tops,April,2018.0
PYEK9EYE,Kurti,4111623.0,Liam Kumar,47.0,Female,Spain,1.0,4182.44,413.35,2018-01-14,In-Person,6.9,Dresses,January,2018.0
4CX2R04L,Shirt,4135151.0,Sophia Johnson,54.0,Female,UK,5.0,3419.38,849.06,2023-02-12,In-Person,1.1,Tops,February,2023.0
31DUHHIK,Kurti,2241211.0,Ethan Taylor,53.0,Other,Canada,4.0,3370.28,709.82,2023-04-04,In-Person,7.5,Dresses,April,2023.0
1JUGKA2V,Shorts,3478212.0,Amelia Kumar,19.0,Male,Denmark,4.0,2687.31,1079.6,2022-03-19,In-Person,5.4,Bottoms,March,2022.0
PCUXQWG7,Jacket,1749512.0,Mia Wilson,63.0,Other,Canada,4.0,203.58,612.56,2023-01-04,In-Person,2.4,Tops,January,2023.0
BJ2ZZ9ZQ,Chinos,7045389.0,Isabella Wilson,31.0,Female,Netherlands,3.0,709.41,1369.14,2021-09-04,In-Person,1.5,Bottoms,August,2019.0
P4OW4EZN,Blazer,6499597.0,Noah Anderson,38.0,Male,UK,4.0,4754.81,22.36,2019-06-25,Online,9.1,Tops,June,2019.0
IR8I2165,Overcoat,2758254.0,Isabella Anderson,52.0,Male,Singapore,3.0,2126.74,216.47,2024-06-23,In-Person,5.1,Tops,June,2024.0
KMQPUPXI,Crop Top,4670665.0,Olivia Taylor,42.0,Other,Russia,,973.69,505.42,2024-06-15,Online,3.3,Tops,June,2024.0
TFD58CK2,Sweater,9542677.0,Emma Brown,36.0,Other,Russia,2.0,1998.74,1294.77,2025-08-15,Online,8.7,Tops,August,2025.0
RINLHI8V,Trousers,6883601.0,Ethan Smith,53.0,Male,Denmark,5.0,3111.42,-284.63,2025-04-27,Online,2.3,Bottoms,April,2025.0
PDZ7JIHA,Hoodie,3312270.0,Emma Anderson,59.0,Male,Italy,2.0,,1877.12,2018-06-11,Online,9.2,Tops,June,2018.0
5LAOHDOH,Gown,7145341.0,Emma Lee,19.0,Other,USA,1.0,2572.9,926.07,2025-09-26,In-Person,6.0,Dresses,September,2025.0
XG2U5W68,Jeans,2362103.0,Mia Lee,51.0,Other,Sweden,4.0,3774.75,248.82,2024-12-23,Online,6.9,Bottoms,December,2024.0
MPR2OLBE,Leggings,6839714.0,Olivia Patel,63.0,Other,UAE,2.0,3051.46,276.75,2025-04-20,In-Person,7.4,Bottoms,April,2025.0
2YHT2CL3,Hoodie,465882.0,Noah Patel,39.0,Female,Mexico,1.0,3700.88,-385.33,2024-08-06,Online,2.6,Tops,August,2024.0
2TLGM4QS,Jacket,9897925.0,Lucas Sharma,56.0,Other,Japan,5.0,1200.04,149.35,2020-08-10,,1.2,Tops,July,2020.0
QCPF2071,Jeans,5491960.0,Isabella Brown,38.0,Female,Mexico,4.0,4553.13,-408.85,2019-09-07,Online,4.4,Bottoms,September,2019.0
EWXD65T5,Sweater,3974215.0,Olivia Brown,45.0,Male,Netherlands,1.0,658.56,627.35,2020-06-14,In-Person,4.3,Tops,June,2020.0
AJ8SO5Z6,Gown,3017420.0,Isabella Anderson,19.0,Other,China,5.0,3485.3,1991.31,2019-08-10,In-Person,6.7,Dresses,August,2019.0
PT1L6V30,Hoodie,5357577.0,Emma Smith,37.0,Other,Canada,3.0,1672.49,1801.37,2018-01-16,Online,1.6,Tops,January,2018.0
5DYZSGBT,Hoodie,64745.0,Mia Kumar,62.0,Other,France,3.0,2390.98,179.69,2022-06-07,Online,8.2,Tops,June,2022.0
8UCNLC6D,Overcoat,2735990.0,Noah Sharma,59.0,Male,France,1.0,1524.77,1543.3,2021-08-03,Online,4.7,Tops,August,2021.0
FUY6RSNS,Kurti,4760194.0,Mia Smith,22.0,Female,Singapore,1.0,3243.53,1085.34,2021-07-07,In-Person,7.3,Dresses,July,2018.0
YO11HD6Y,Overcoat,7723050.0,Liam Johnson,36.0,Female,Mexico,2.0,2019.96,1038.15,2024-05-03,In-Person,3.6,Tops,May,2024.0
OP28GM9D,Sweater,784758.0,Noah Smith,65.0,Male,India,1.0,4613.62,82.68,2021-11-27,Online,6.2,Tops,November,2022.0
D1VBMNZO,Trousers,2901802.0,Noah Lee,24.0,Male,Canada,5.0,1724.97,1172.84,2020-02-06,Online,3.0,Bottoms,February,2020.0
F8Q7MM34,Overcoat,2938034.0,Amelia Sharma,49.0,Other,Mexico,2.0,2237.67,-484.51,2020-07-08,In-Person,3.0,Tops,July,2020.0
6S73PBHP,Kurti,7264112.0,Emma Lee,19.0,Other,Netherlands,4.0,2297.75,710.56,2023-05-06,In-Person,7.0,Dresses,May,2023.0
CAMNBNA0,Floral Dress,3784377.0,Isabella Taylor,65.0,Other,France,5.0,2738.22,1898.03,2022-03-03,Online,5.8,Dresses,March,2022.0
2OYJAZQL,Crop Top,5682068.0,Liam Patel,54.0,Female,France,4.0,2207.05,-314.86,2023-01-10,Online,3.4,Tops,January,2023.0
5RHS8EQW,Leggings,6741838.0,Isabella Taylor,30.0,Other,France,3.0,3622.09,39.58,2021-06-15,Online,3.4,Bottoms,June,2021.0
QLY0NS7W,Skirt,1927521.0,Sophia Smith,16.0,Female,Australia,5.0,832.37,1730.26,,Online,1.4,Bottoms,March,2020.0
OLRI7912,Shorts,7789098.0,Amelia Kumar,30.0,Female,Sweden,5.0,940.25,-136.09,2023-06-28,Online,2.9,Bottoms,June,2018.0
MDJRSEU8,Leggings,4479843.0,Noah Smith,56.0,Female,UAE,2.0,3071.11,-440.2,2024-07-25,In-Person,6.2,Bottoms,July,2024.0
NTZJ98VD,Crop Top,7954904.0,Isabella Patel,61.0,Other,India,3.0,4678.57,,2025-05-01,Online,3.9,Tops,May,2025.0
SI10ANUP,Shorts,1077889.0,Mia Kumar,17.0,Male,South Africa,1.0,3601.34,707.98,2018-01-26,,1.7,Bottoms,January,2018.0
UCN4NMAD,Gown,8563253.0,Noah Patel,24.0,Female,UK,5.0,1217.24,162.69,2020-07-01,Online,8.9,Dresses,July,2020.0
IG4JUO26,Leggings,1516661.0,Emma Kumar,38.0,Other,Mexico,5.0,2326.89,480.36,2024-11-03,Online,9.7,Bottoms,November,2024.0
4KC41S39,Chinos,3316499.0,Lucas Wilson,61.0,Other,UK,4.0,3761.03,1821.08,2018-04-07,Online,3.6,Bottoms,April,2018.0
68CSFFRN,Hoodie,218351.0,Liam Sharma,65.0,Other,Brazil,4.0,1995.02,1908.87,2018-10-09,In-Person,8.1,Tops,October,2018.0
G07VS6NL,Skirt,7321825.0,Olivia Brown,15.0,Female,Singapore,1.0,3526.18,841.72,2023-08-24,Online,6.6,Bottoms,August,2023.0
KRSCW1QV,Gown,1392723.0,Ethan Anderson,46.0,Male,Mexico,4.0,1706.46,255.99,2023-02-11,Online,1.8,Dresses,February,2023.0
VTUUJR5U,Skirt,73766.0,Aarav Lee,48.0,Other,France,4.0,3740.28,212.74,2025-03-04,In-Person,4.1,Bottoms,March,2025.0
6887A3QN,Crop Top,6459528.0,Liam Wilson,59.0,Other,UK,3.0,4372.22,-338.0,2023-11-14,Online,3.8,Tops,November,2023.0
082MASIM,,46298.0,Liam Sharma,33.0,Other,Argentina,5.0,1860.29,807.04,2019-01-13,Online,7.1,Bottoms,January,2019.0
CPU1I3S9,Shorts,7510312.0,Amelia Brown,38.0,Other,Denmark,4.0,4433.07,26.6,2022-09-12,In-Person,1.8,Bottoms,September,2022.0
B7T3GAST,Trousers,3708433.0,Mia Sharma,59.0,Other,Australia,5.0,209.6,859.85,2022-05-17,In-Person,3.7,Bottoms,May,
6T6R271Y,Jacket,7753900.0,Lucas Anderson,57.0,Female,Argentina,4.0,2009.02,1207.92,2023-03-12,In-Person,3.9,Tops,March,2023.0
82RBW9G0,Leggings,8073010.0,Lucas Lee,36.0,Female,Spain,2.0,2919.03,646.57,2022-05-25,Online,4.6,Bottoms,May,2022.0
05W34D2K,T-shirt,9568967.0,Mia Taylor,33.0,Female,Argentina,2.0,4010.23,1098.22,2022-03-11,Online,2.6,Tops,March,2022.0
3QF34XLG,T-shirt,9457312.0,Aarav Taylor,59.0,Male,Italy,2.0,1417.23,,2018-09-16,In-Person,3.6,Tops,September,2018.0
WHY6RQRF,Jacket,9684551.0,Sophia Brown,52.0,Other,Italy,1.0,2768.07,1492.41,2024-07-13,In-Person,8.0,Tops,July,2024.0
T8OLH655,Sweater,2180738.0,Amelia Brown,51.0,Other,Mexico,1.0,2600.02,1883.43,2018-05-07,In-Person,2.2,Tops,May,2020.0
8MD8Y5BX,Crop Top,5480817.0,Lucas Kumar,41.0,Female,Denmark,5.0,4516.52,1598.67,2018-09-28,In-Person,1.7,Tops,,2018.0
0T0AHMQ5,Chinos,9480629.0,Olivia Brown,56.0,Other,Australia,3.0,2528.82,658.54,2022-12-22,Online,7.5,Bottoms,December,2022.0
P38ZPF1X,Sweater,2133102.0,Emma Anderson,26.0,Other,Argentina,2.0,2895.99,-6.61,2023-05-13,In-Person,4.9,Tops,May,2023.0
2YDBAXOR,Shorts,3967634.0,Amelia Anderson,28.0,Other,UAE,3.0,1406.61,493.12,2025-01-13,Online,6.5,Bottoms,January,2025.0
ZJIV35CJ,Crop Top,8819749.0,Mia Smith,61.0,Male,Japan,1.0,4268.42,1709.63,2021-08-01,Online,2.9,Tops,August,2021.0
0LUIT9E0,Gown,3563236.0,Noah Patel,48.0,Female,Netherlands,3.0,3274.1,-184.35,2019-06-04,Online,5.2,Dresses,June,2019.0
3OQ3TZSU,Crop Top,3914793.0,Lucas Kumar,50.0,Male,Mexico,5.0,1457.69,1105.47,2020-03-12,Online,2.5,Tops,March,2020.0
BLA1CHU1,Sweater,3799567.0,Lucas Brown,30.0,Female,China,5.0,4209.71,-268.63,2025-09-14,Online,2.9,Tops,September,2025.0
UXF3RV52,Shirt,9142611.0,Olivia Wilson,59.0,Other,Australia,2.0,2561.81,1466.69,2022-06-05,In-Person,1.7,Tops,June,2022.0
FOVDBQFM,Shirt,1203455.0,Noah Anderson,32.0,Male,USA,5.0,968.02,56.64,2019-09-21,Online,8.6,Tops,October,2023.0
CHFHPHJI,Leggings,4641330.0,Isabella Lee,40.0,Female,Sweden,5.0,2453.07,1558.21,2023-12-13,Online,3.3,Bottoms,December,2023.0
6LXOZ5NU,Tank Top,1248996.0,Lucas Johnson,22.0,Female,UK,3.0,3394.91,-251.75,2018-07-18,Online,7.9,Tops,July,2018.0
46CWDY14,Skirt,6158759.0,Noah Sharma,51.0,Other,,1.0,1427.75,518.44,2020-01-21,In-Person,9.7,Bottoms,January,2020.0
RK22G1EN,Shirt,3058235.0,Lucas Johnson,51.0,Other,Japan,3.0,528.96,597.13,2024-04-11,Online,3.6,Tops,June,2019.0
6P1Z41FN,Shorts,1767003.0,Mia Smith,17.0,Male,Denmark,2.0,2964.72,1342.24,2023-09-20,In-Person,6.8,Bottoms,September,2023.0
ISPF9SDI,Overcoat,8334917.0,Isabella Kumar,24.0,Female,Germany,5.0,2724.66,-346.28,2019-11-05,Online,7.9,Tops,November,2019.0
IG1R0273,Blazer,7137731.0,Noah Sharma,46.0,Male,Germany,4.0,1862.46,1090.13,2023-11-25,Online,4.5,Tops,November,2023.0
8JG6B3XJ,Leggings,3508591.0,Liam Smith,44.0,Other,UK,1.0,4041.7,1884.55,2024-03-25,Online,8.0,Bottoms,March,2024.0
YPR01XON,Crop Top,7772210.0,Aarav Brown,57.0,,China,,2352.72,1013.09,2022-06-01,In-Person,7.7,Tops,June,2022.0
P32KO5BJ,Shorts,1830494.0,Ethan Smith,25.0,Other,Germany,3.0,1688.12,1030.68,2025-04-28,Online,1.9,Bottoms,,2025.0
Y2P3B3VM,Floral Dress,778903.0,Amelia Smith,25.0,Other,Mexico,5.0,3865.83,1010.68,2019-03-01,In-Person,6.6,Dresses,March,2019.0
GEB00NIN,Trousers,7657651.0,Emma Smith,32.0,Female,Denmark,4.0,1927.58,378.7,2019-10-12,In-Person,1.7,Bottoms,October,2019.0
TJ9PIDJ1,Tank Top,7924566.0,Isabella Johnson,24.0,Other,Spain,3.0,4909.19,-111.97,2022-01-09,In-Person,8.2,Tops,January,2022.0
8IFY42ZL,Chinos,8123276.0,Ethan Patel,47.0,Female,Italy,5.0,3625.52,898.49,2022-07-11,In-Person,6.7,Bottoms,July,2022.0
Y4TZPBSU,,,,43.0,Other,Spain,2.0,4195.04,1959.21,2018-03-25,Online,4.9,Bottoms,March,2018.0
OGUZH158,,1978474.0,Aarav Patel,37.0,Male,Singapore,1.0,4129.83,-99.75,2021-10-13,,3.8,Dresses,October,2021.0
IPQVH3VG,Shorts,2602981.0,Noah Johnson,49.0,Female,Netherlands,4.0,2775.67,329.95,2020-08-05,Online,6.8,Bottoms,August,2020.0
9DDC90Q8,T-shirt,2236293.0,Aarav Lee,39.0,Other,USA,4.0,895.48,224.58,2018-10-23,Online,9.8,Tops,October,2018.0
HEZG3AQ2,Overcoat,2832916.0,Mia Lee,65.0,Female,India,3.0,2770.3,1231.82,2022-04-16,In-Person,2.4,,April,2022.0
B6P0QAD9,Shorts,7574016.0,Ethan Smith,33.0,Male,Singapore,2.0,1619.57,562.97,2020-03-15,In-Person,1.5,Bottoms,March,2020.0
X7IULJL7,Saree,4010678.0,Isabella Lee,28.0,Male,,5.0,754.94,379.32,2020-09-12,In-Person,9.9,Dresses,September,2020.0
WARONWTL,Jacket,7443881.0,Emma Sharma,33.0,Other,Japan,2.0,780.71,1314.86,2025-02-02,Online,1.9,Tops,February,2025.0
HXRAD5PN,Shirt,6870414.0,Mia Wilson,58.0,Male,UAE,3.0,3934.53,-229.57,2018-04-26,Online,7.6,,April,2018.0
F0D1I3AO,Jeans,4702137.0,Ethan Lee,31.0,Female,Russia,3.0,3825.86,1547.54,2018-05-28,Online,4.1,Bottoms,May,2018.0
KEIELJHS,Leggings,1628955.0,Sophia Taylor,51.0,Female,Netherlands,3.0,3014.14,307.13,2018-06-19,In-Person,3.1,Bottoms,June,2018.0
J9AK3RPI,Skirt,8236795.0,Aarav Taylor,29.0,Other,France,4.0,1593.72,1513.34,2024-01-22,Online,7.8,Bottoms,January,2024.0
NP16RPXH,Leggings,4941498.0,Amelia Kumar,23.0,Other,Japan,5.0,283.16,400.89,2024-05-22,In-Person,3.6,Bottoms,December,2025.0
JDH6EH9C,Shorts,909334.0,Ethan Kumar,55.0,Female,Switzerland,4.0,1031.78,1625.19,2021-02-03,Online,8.5,Bottoms,February,2021.0
SL0TU3SN,Shorts,5497815.0,Liam Wilson,27.0,Other,Brazil,1.0,1138.59,143.3,2024-11-07,In-Person,6.5,Bottoms,November,2024.0
CUUFO4QN,Floral Dress,2599787.0,Liam Johnson,46.0,Female,China,3.0,909.51,1103.01,2023-11-17,In-Person,7.6,Dresses,November,2023.0
KYTNP88R,Kurti,7919891.0,Liam Anderson,56.0,Other,Denmark,2.0,4205.87,1288.76,2025-07-27,Online,8.9,Dresses,July,2025.0
YR8JA6BP,Jacket,438711.0,Ethan Kumar,40.0,Male,Japan,5.0,224.35,-420.45,2022-02-10,,8.1,Bottoms,February,2022.0
78MKN29Z,Floral Dress,3012456.0,Sophia Kumar,22.0,Male,Argentina,2.0,4388.97,1164.86,2023-11-12,In-Person,9.8,Dresses,November,2023.0
JF3H2VAJ,Floral Dress,7471615.0,Aarav Smith,17.0,Male,Singapore,2.0,3970.42,-292.15,2018-12-02,Online,3.0,,December,2018.0
Z0F3I06X,Sweater,1789193.0,Noah Kumar,21.0,Other,Japan,5.0,317.88,636.09,2023-02-12,In-Person,5.4,Tops,February,2023.0
MI7W7ZTG,Blazer,1188471.0,Ethan Brown,19.0,Other,China,5.0,4620.69,1368.78,2018-10-25,Online,9.8,Tops,October,2018.0
PV057MJ5,Tank Top,9682656.0,Olivia Anderson,38.0,Other,Mexico,4.0,642.71,1172.36,2023-11-02,In-Person,1.0,Tops,November,2023.0
FTXW03V3,Gown,1167396.0,Mia Kumar,39.0,Female,Russia,4.0,4702.87,-239.23,2021-10-24,Online,3.7,Dresses,October,2021.0
18M6Y19S,Floral Dress,6240265.0,Noah Sharma,30.0,Other,Denmark,2.0,1964.09,623.94,2020-07-08,Online,,Dresses,July,2020.0
7H1QCYFL,Shirt,3152832.0,Aarav Brown,48.0,Male,Brazil,2.0,495.24,1457.04,2023-02-21,Online,7.2,Tops,February,2023.0
U1RBK0C8,Shirt,6607376.0,Lucas Brown,62.0,Other,Mexico,,3971.57,616.44,2024-12-11,Online,7.5,Tops,December,2024.0
5PHVZ1IV,Tracksuit,5444724.0,Amelia Anderson,27.0,Other,Mexico,4.0,2424.75,493.34,2025-11-22,In-Person,6.8,Bottoms,November,2025.0
JF67K3KL,Jeans,3189975.0,Isabella Taylor,48.0,Female,UK,5.0,3879.07,1444.66,2019-02-05,Online,1.5,Bottoms,February,2019.0
UXPEQ5W6,T-shirt,7388274.0,Noah Brown,40.0,Other,Sweden,2.0,4778.27,1199.66,2024-09-06,Online,1.7,Bottoms,September,2024.0
VF8576LB,Jacket,5466375.0,Isabella Johnson,34.0,Female,France,5.0,4721.02,-479.32,2022-10-03,In-Person,4.0,Tops,October,2022.0
YWYRUO49,Jeans,1084417.0,Isabella Taylor,46.0,Male,Argentina,5.0,2969.11,1798.51,2021-09-04,Online,7.3,Bottoms,September,2021.0
UKLOX3VA,Saree,7921057.0,Amelia Smith,54.0,Female,Canada,2.0,2334.65,595.1,2024-11-07,In-Person,5.5,Dresses,November,2024.0
LQPFKRUQ,Jacket,9189882.0,Amelia Brown,46.0,Other,UAE,1.0,1809.42,-467.82,2021-07-03,In-Person,3.1,Tops,July,2021.0
